date,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2025-06-23,52157,17221,7572,13820,51534,5126,11015,94901,19536,98800,4569,3963,627,4216,8687,9439,4306,2875,2060,2078,639,609,558,89,8,95,67
2025-06-24,90034,1365,90231,32183,41387,83136,48185,27370,48827,69654,8027,7802,289,8409,5662,1802,8806,1203,9332,3952,56,649,995,65,29,86,77
2025-06-25,94736,47686,18591,18600,58455,95764,89581,14306,5719,22468,4407,3870,1494,1970,2282,5159,9925,7162,2117,6165,526,301,826,78,21,50,65
2025-06-26,18703,94526,69259,74878,5401,90209,58895,71725,85361,56442,3115,2717,6551,9220,1739,9045,1314,6507,925,7029,181,60,543,38,33,25,74
2025-06-27,89862,91461,33515,56091,2478,53877,91237,20313,9110,49180,6721,7485,3139,6202,4125,5996,5022,7575,6760,2050,919,605,840,14,97,11,50
2025-06-28,44194,43124,43872,69046,30893,16260,7493,59254,19247,50394,3634,1921,2791,20,2761,1550,8259,9532,1300,2937,363,189,68,30,15,79,95
2025-06-29,53368,89571,70992,2153,65816,60941,46294,3999,71908,18274,8932,5184,3345,7092,8439,4738,311,3461,3013,2827,867,96,626,83,36,43,19
2025-06-30,90207,34751,13719,79394,39203,4315,44756,12238,94768,61409,8872,2363,6079,4020,8695,5064,6145,3957,5530,9838,31,21,966,94,97,52,11
2025-07-01,77818,91286,60990,99531,30728,85108,67734,5379,5439,9654,8980,9705,3098,125,9840,5592,1640,4532,862,309,648,507,469,97,78,74,63
2025-07-02,85644,58387,22041,46641,26610,98098,29092,16449,37537,62471,6129,6416,5816,1085,3651,8163,1898,3765,3053,7978,13,595,47,4,6,95,33
2025-07-03,44369,91816,79673,20951,60660,29366,11799,54800,61902,43185,5484,5556,9190,5821,1301,7283,9515,9134,9500,1060,510,430,610,6,37,96,7
2025-07-04,63315,77119,76395,45382,51215,39910,49630,18597,52888,35871,5715,6153,5487,4710,1983,3913,2815,2794,1606,1207,705,718,216,77,45,67,0
2025-07-05,18512,82142,11448,8590,64078,99011,34115,2402,82550,60057,9744,8248,6501,6809,9787,1675,8232,7320,4878,9025,875,913,525,35,92,64,77
2025-07-06,51105,96859,35254,23441,65648,2417,60380,68756,33822,40000,5712,7053,5708,2548,9774,3058,6901,2729,1221,8685,574,297,673,91,36,79,81
2025-07-07,66256,10677,78471,24627,88353,16355,69490,76379,96257,45380,5730,2455,8895,988,9944,5145,4848,6848,1433,9475,653,405,14,5,45,21,65
2025-07-08,34679,48422,85673,33126,48766,14904,34729,16321,95215,69243,9732,8449,5261,856,1004,2432,2647,921,2786,9636,567,954,467,46,78,27,68
2025-07-09,62659,55447,79857,39765,42716,40229,13916,78056,88389,51186,5093,184,2340,6077,2704,9772,411,3898,2937,2745,965,494,343,94,42,62,45
