date,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2023-11-07,10949,97813,40248,97258,17172,53726,16571,15018,50843,54542,2387,7105,7024,996,8370,7910,5928,1004,2693,8577,45,513,973,27,90,24,3
2023-11-08,98526,98288,98391,9260,71869,77840,71704,54410,26927,61167,9313,4352,7579,1270,1329,6820,124,2423,5389,2356,71,33,989,93,82,15,95
2023-11-09,34562,39661,67957,16661,6243,10409,80709,63247,33362,51297,7945,1349,1037,1650,4615,2896,3092,9154,8815,6908,744,249,840,22,44,97,9
2023-11-10,94670,63617,6517,67183,73264,81508,35774,70740,13362,49497,6748,376,3592,9574,7457,7387,2244,3441,9081,5173,578,528,643,2,10,21,35
2023-11-11,8391,10466,98837,12660,32013,97782,99924,14855,36394,62547,2966,980,7346,935,5641,7824,5937,5096,1970,2117,33,357,377,54,60,31,99
2023-11-12,98375,76516,96169,75327,43330,15764,27087,13704,97836,25835,9431,1962,5810,4897,9119,490,7211,2058,3074,453,290,942,79,29,3,5,28
2023-11-13,19412,85667,26906,22710,9590,96248,53294,43395,49876,53705,546,8664,1572,8719,5678,1599,1893,6844,749,9130,503,719,868,31,11,43,35
2023-11-14,85800,197,42692,64848,29100,63052,36810,40639,42349,75155,3675,2498,3669,6507,9587,3898,3298,5302,4643,3914,66,614,953,36,97,41,57
2023-11-15,33859,98585,15030,42515,42098,91871,50318,1855,83971,19248,4323,2947,9183,2296,3696,2554,2052,1479,5643,5271,174,207,624,56,62,32,72
2023-11-16,54869,34677,80583,17410,12119,75379,69729,45196,6463,6180,9936,565,5964,1109,7356,9273,1879,6015,4125,3336,959,344,804,36,20,73,21
2023-11-17,95110,91230,25848,37352,46596,92391,75545,86395,28746,58992,7879,2244,9001,6647,4782,2335,826,9117,2981,5762,366,704,757,38,44,68,52
2023-11-18,98371,77855,10658,79326,8768,35389,63003,45013,25896,58159,7512,3573,6252,6597,1270,2234,9849,9414,4541,8794,558,262,712,84,59,90,82
2023-11-19,38429,2633,37498,40297,14331,95638,82894,72723,51994,85732,1243,254,8383,9997,2136,7389,6623,6224,6833,9192,62,766,980,28,19,90,64
2023-11-20,49071,99401,21782,88421,20081,95632,13518,48191,49925,22550,6986,8728,3505,6493,2182,4299,3534,5389,7960,6436,260,949,169,92,67,88,72
2023-11-21,17948,51570,91263,22132,523,3627,43013,6575,30407,70045,4513,6199,8246,3789,8601,7285,1129,145,142,79,926,913,865,55,66,29,16
2023-11-22,14670,55598,48326,78511,51702,36362,8564,49572,30361,71728,8348,98,3900,8870,6408,7473,4056,4050,8122,8486,295,832,718,53,6,14,52
2023-11-23,57999,27345,57014,50063,32466,88975,22112,69463,62612,65221,2456,8073,1231,9668,256,729,5497,2958,5424,4777,68,473,251,1,62,16,10
2023-11-24,20952,44,9136,65520,37660,91974,35253,52186,26203,32691,4463,9632,9958,5680,6964,1362,2611,203,6272,9010,327,990,476,81,9,40,61
2023-11-25,8816,27324,11953,24697,69110,4565,34068,51050,1507,34991,6108,5491,7718,6815,369,9606,8760,7104,5179,112,833,331,214,44,73,63,26
2023-11-26,11873,79812,47282,88599,70943,22982,59952,37117,45252,21860,1123,4002,3496,2068,4388,945,3653,5957,2143,9067,706,799,886,20,53,7,84
2023-11-27,84757,74703,11900,12554,19791,4270,46759,59547,46181,41018,6537,8278,2059,1059,3927,1272,4079,5403,1036,9546,292,100,737,77,10,86,17
2023-11-28,11913,10,45748,26907,21383,29212,36806,31583,6432,5215,5903,8499,5218,4870,2036,5201,1028,1171,6609,2730,782,9,902,1,54,99,39
2023-11-29,3141,42683,33410,77553,40459,27342,45945,67889,5550,3883,5665,3065,3233,2570,8938,3480,2573,5139,2488,1808,378,618,17,5,90,42,87
2023-11-30,7426,98379,36655,42158,20547,19426,60986,16887,53632,79116,8229,9619,1705,7002,2436,1281,6999,144,7407,1184,391,898,713,73,7,13,43
2023-12-01,12301,78982,2630,94374,19187,84917,12364,34641,35984,38101,620,6862,5300,7618,918,6025,9110,3749,894,8079,74,487,42,28,43,32,42
2023-12-02,87485,17336,51133,12554,7135,21522,53104,80826,94365,61619,1255,4461,1512,3977,7172,5165,4923,7678,2530,2804,427,937,452,85,25,7,17
2023-12-03,1716,77561,47720,88355,58888,22091,21180,93030,49821,58663,5620,5047,428,6339,7437,630,4896,2937,8774,2334,663,164,416,13,7,17,19
2023-12-04,87694,91575,75033,8536,46248,65031,61731,92459,68147,45722,8312,4054,7046,6146,2837,7020,5316,7905,4018,9921,708,554,392,25,23,55,19
2023-12-05,47521,7540,75731,73475,91273,55144,86736,99900,82341,11775,4831,7851,5581,2662,4138,8878,7384,1966,7257,5976,206,459,399,66,61,51,7
2023-12-06,93178,49592,64119,45960,32137,68827,28080,32189,58244,14627,7688,4100,2489,4062,11,2061,5417,1645,3408,5727,258,412,13,8,11,61,34
2023-12-07,35627,13260,96217,17317,28340,60873,47641,19296,93791,58846,1425,878,269,6048,4114,5973,7447,951,213,1899,568,558,529,44,24,37,61
2023-12-08,38223,77286,90185,84473,8584,79697,95286,76506,43075,76662,7394,605,4471,5963,1127,8186,4005,2106,8507,6915,706,481,999,6,39,93,97
2023-12-09,57057,21341,46196,43234,70433,4847,22751,81225,23585,86601,5292,6921,1013,2912,2594,8296,6698,1779,3989,6487,499,353,222,52,24,0,4
2023-12-10,87360,29463,59670,85173,59452,73572,10791,73037,30913,85255,4173,1112,3763,1888,1518,392,8758,2218,4504,5669,163,177,86,95,45,8,63
2023-12-11,38038,2475,3846,53934,90956,89781,13882,1561,73501,93779,8318,6981,8615,9513,8328,3837,107,9532,9879,1742,729,766,938,85,12,33,48
2023-12-12,62970,39467,40628,4048,85828,50051,17798,87941,64115,64474,6711,8324,621,5607,1058,6146,6328,5593,5917,7918,954,545,397,63,29,28,51
2023-12-13,91706,82736,43914,21410,62100,28841,54653,2003,59,46346,3044,7942,3115,2346,2092,6475,3946,3685,3452,1207,346,956,814,55,83,76,44
2023-12-14,6245,38517,40644,70647,81520,69703,11751,71184,82277,25595,7806,3861,3836,2974,8284,885,1003,4565,1675,1006,364,482,20,15,86,76,49
2023-12-15,36904,34735,42033,38294,20473,82204,45516,49864,93509,66033,8906,8147,9572,2463,60,5312,8432,6273,8809,2106,133,594,76,56,13,20,39
2023-12-16,74825,27434,6579,72188,23116,29833,95690,82114,32305,85706,7725,7756,1294,7069,5389,7771,7486,9371,8494,5009,478,396,881,89,67,42,62
2023-12-17,3257,14988,21865,30155,62858,770,81163,91066,32492,88398,6066,8357,7220,9032,5532,5899,2304,2862,4668,1049,347,930,724,90,59,43,61
2023-12-18,56732,82355,29094,60755,55043,23651,13729,65784,6766,72289,9490,4407,1910,7277,2748,1704,2614,2267,7259,1637,758,160,919,88,89,65,94
2023-12-19,14577,66388,72506,57508,305,65882,84801,38647,30901,12566,2019,7061,7062,9014,1202,5718,9539,9204,5379,370,308,532,193,40,82,90,57
2023-12-20,64978,46676,26187,87330,27023,12499,1735,36355,27195,68410,9210,3977,6990,5236,3041,3863,7189,4047,6779,5495,419,782,193,13,21,90,50
2023-12-21,88485,81423,48393,7890,51946,7983,63690,9200,68261,8586,8909,1980,4697,9087,9687,9617,6090,8526,3279,9866,403,775,949,83,21,41,81
2023-12-22,76711,52564,49212,38823,93262,7190,79116,44716,47391,84559,9818,2020,3376,8782,1832,9360,5435,879,951,8128,539,899,78,14,68,52,92
2023-12-23,51416,85332,13364,46775,92641,78508,30249,10834,54932,63927,5847,1580,8587,8272,5195,8332,1395,9544,506,7689,733,236,963,20,62,10,44
2023-12-24,1243,37916,59482,35038,84947,66319,33665,8943,47178,78546,7854,3336,9083,7212,1120,8381,9628,5962,7004,3248,498,694,995,65,92,44,57
2023-12-25,8225,66151,34859,56161,1662,81087,74454,48051,70005,40811,3581,1288,7240,1453,1667,6120,9163,7784,7119,2947,162,862,534,40,61,88,84
2023-12-26,94636,47326,96142,87117,27903,60316,88517,90129,38052,18824,6196,3149,5598,6656,120,2073,5725,9741,2775,6044,216,472,185,29,81,31,30
2023-12-27,74817,34291,4124,7840,59324,21119,2648,37969,92032,72336,8327,6840,2090,5817,6421,4948,1917,7710,2618,5345,666,798,342,45,28,63,44
2023-12-28,15131,17201,23972,59182,38568,83983,95738,34166,67038,60011,6923,1493,9579,2063,8051,6625,511,4014,525,6554,435,920,911,12,39,52,71
2023-12-29,36120,1808,24143,89224,54587,9307,57960,57721,39016,39494,5586,6574,7750,5640,1559,8201,7221,9586,8938,6743,847,456,145,95,93,85,84
2023-12-30,59380,24170,49908,46745,87619,76344,11483,19853,97310,5180,8176,5498,2068,1389,2264,7126,265,3169,8803,5141,563,723,137,38,64,82,43
2023-12-31,73758,80689,75152,42067,69905,79800,28338,29736,28168,24917,3277,9831,1686,1236,2848,6743,8909,8565,2489,7595,292,586,465,42,82,2,43
2024-01-01,42932,66272,27370,68541,55788,4997,82222,2980,83746,18098,5667,8086,5934,473,1851,1006,384,6131,8065,5365,255,166,353,53,73,45,79
2024-01-02,10956,44230,11435,21121,29001,29348,14423,5075,13469,49804,3705,3839,998,9020,1408,5422,2848,4904,4073,2200,387,850,383,35,44,10,59
2024-01-03,62495,61083,88825,25631,81244,41936,65835,18119,78762,30466,7275,3934,7969,3310,1198,2132,6734,7342,172,3018,920,945,848,61,14,85,25
2024-01-04,10240,34474,50418,44965,9694,12063,98849,11096,80662,43064,1261,9934,1267,7227,113,5320,3130,4972,271,6073,278,247,228,62,12,36,2
2024-01-05,38267,8715,71363,28859,50469,804,1569,47304,36547,91458,5367,6717,9652,1153,9201,2426,2161,8950,6793,5932,11,537,441,96,63,69,45
2024-01-06,72794,84069,21604,16014,4012,40496,62097,7165,85606,43931,8124,4326,2175,2281,9781,2917,303,9824,6836,6036,428,187,412,74,96,58,3
2024-01-07,69618,77903,10601,27302,64369,67113,39541,91989,70398,6419,2465,5299,8705,5568,1279,2671,9902,2142,3112,6408,615,603,561,85,67,75,12
2024-01-08,91089,52095,24298,86032,11702,12468,64339,84213,63964,15587,375,1988,6675,2621,9023,5030,2454,6261,8831,2653,721,356,691,19,77,78,40
2024-01-09,48877,34321,62959,65902,26683,31049,98561,68229,37571,53782,360,5370,3054,4853,4143,7962,1775,2023,455,3683,287,175,670,77,68,8,91
2024-01-10,73732,50059,19807,73809,66964,33254,7140,58867,39737,18690,2491,3655,4882,4833,2714,2679,1364,4418,4801,4632,105,627,143,95,84,83,53
2024-01-11,28285,45785,14065,97397,20245,50613,86575,83291,97109,29793,1447,8321,7343,5081,3322,1578,6731,2390,3687,3549,185,547,711,82,23,28,84
2024-01-12,13113,39786,66200,15781,57716,5600,89058,37477,31125,85815,2872,4210,3055,7656,5975,9865,4483,4984,9833,9996,906,600,547,2,93,53,59
2024-01-13,68586,68404,715,37358,42487,35931,84669,195,50191,47172,7115,9490,6813,5843,4317,2315,7929,3632,1844,6497,990,475,786,17,99,63,85
2024-01-14,91138,42203,16727,62518,40212,38181,55475,98984,20314,5059,8841,4036,947,9799,9576,2316,6534,618,1125,2257,115,313,503,71,91,34,85
2024-01-15,63261,52395,54221,54937,21642,72620,46915,40939,66975,95237,9526,9444,4855,6097,3145,6073,1774,9335,2193,747,934,367,864,94,59,67,21
2024-01-16,95539,74503,37428,62493,55215,62742,75409,13209,28223,2871,3363,5407,6781,8041,3501,3855,6093,3392,6002,4492,236,215,743,90,79,37,58
2024-01-17,76553,7527,25937,28719,68694,85484,43187,37080,52543,51209,4630,6891,8515,2367,4217,6752,4070,4451,3126,6144,716,933,76,3,35,11,50
2024-01-18,54998,54578,92914,81659,67486,76176,28243,25690,97325,27064,717,5736,1747,7684,3998,8610,3999,4749,8700,9998,933,271,914,77,23,11,48
2024-01-19,14609,36645,12735,35132,85646,63234,96221,5950,51526,75074,6682,9638,7631,3787,7833,7893,7435,8411,155,6886,75,481,224,17,69,88,61
2024-01-20,70964,63165,28516,1426,22000,81011,57868,69890,20338,75326,6639,6539,8347,8500,4844,2630,9577,659,4915,6153,652,729,810,77,93,39,13
2024-01-21,45819,88820,92317,88686,3064,58435,11519,64759,52956,88514,1349,927,3528,716,1179,1641,6637,9021,2311,1232,765,742,34,28,76,18,13
2024-01-22,36910,79118,28263,37729,39344,36781,97614,33735,51836,41688,7547,3433,7982,3523,6779,9563,5686,2191,7374,3556,252,534,420,60,13,65,17
2024-01-23,87441,45966,6221,88252,27745,45816,68217,41517,41912,32545,7691,4975,9911,6182,6097,1046,6006,2575,2298,6725,22,468,449,74,0,49,11
2024-01-24,61661,38229,62307,85674,78595,93756,52006,58616,27202,51549,5803,5520,2836,8290,3309,6125,7243,4089,2338,8508,524,731,81,57,22,11,69
2024-01-25,77375,14114,99404,53941,45239,92327,58366,84517,71158,13890,9479,8648,493,9881,3961,3599,4206,2625,2201,8153,912,735,727,56,24,57,42
2024-01-26,20347,29197,19218,63399,82560,80548,17544,73396,45107,10888,4359,6568,4811,1038,1823,8447,2579,2491,2352,8442,947,733,318,58,56,20,6
2024-01-27,61579,32521,73337,11395,59715,94737,28391,77040,95480,36972,1670,3770,7223,876,6094,5417,4724,5620,5716,3868,49,531,791,27,75,91,10
2024-01-28,68274,93911,25484,47616,11003,93986,15302,61278,13916,23900,1710,1445,4678,9751,5496,228,3343,5479,4126,8089,221,438,853,87,65,49,41
2024-01-29,75346,98171,23541,90743,98189,71152,9412,86414,11035,95289,2771,3474,5314,609,912,7238,9154,8750,1011,265,156,432,799,81,83,9,85
2024-01-30,8524,80556,2056,55365,93363,16503,50553,55436,44146,19053,3556,7688,6096,141,4932,4683,4211,6357,9871,5990,921,194,760,38,26,83,95
2024-01-31,47666,58427,64931,25644,3576,8099,93000,5237,32951,82863,3767,5450,1997,6766,1336,386,7369,1740,4840,8051,296,125,966,68,53,82,27
2024-02-01,87444,41182,94959,51442,93301,62187,40592,47470,69528,79028,7292,4118,777,5462,8254,4416,2280,9154,5079,9784,115,186,944,32,61,77,99
2024-02-02,28174,6876,66471,38080,94163,33797,50042,94635,65908,4190,8084,7218,384,3702,2551,4867,7331,8796,6677,5394,755,539,280,93,55,68,5
2024-02-03,33389,80369,55380,69435,92942,94293,36365,34162,9641,10284,221,1633,1716,6658,122,2297,2514,8365,7192,3441,236,119,442,12,35,88,18
2024-02-04,13300,6268,67798,98842,9251,37297,78533,5661,30866,26814,4278,1420,5112,9414,1534,1478,8664,1159,7081,3687,446,627,656,44,4,97,41
2024-02-05,69876,47161,54779,83038,54035,40526,22723,4016,92542,30851,1932,1071,3559,6332,2140,4907,6780,8375,6102,2349,806,60,590,7,35,81,22
2024-02-06,91267,65567,49583,27981,28941,63811,68505,68457,98492,31709,1990,1136,7461,6895,2312,4696,2846,206,8873,3910,17,320,886,52,59,84,15
2024-02-07,67384,41504,84043,71031,23490,95377,73674,51711,88162,69864,9296,1005,2278,5705,2043,7662,9506,3669,1073,3804,638,152,189,62,18,99,53
2024-02-08,85852,17339,81504,61590,11923,39951,6845,1815,93739,55388,9488,7388,2208,9004,9570,5276,3461,7388,5303,6573,473,597,56,42,31,21,27
2024-02-13,39100,22276,21547,14250,25123,77887,46966,34620,73311,14277,6749,3710,6705,8203,1050,680,240,711,5203,7214,944,182,395,63,99,31,2
2024-02-14,17670,67840,87976,5804,15037,87341,44090,35540,11601,11274,6083,603,6674,3990,4637,1874,2362,2894,1326,2503,951,967,787,53,22,15,54
2024-02-15,48331,33214,95565,75869,85035,50958,42526,30662,77408,94544,6513,1726,6179,2439,2241,5718,6452,7022,5061,7065,333,911,376,51,10,20,70
2024-02-16,34864,693,97331,18776,56995,55805,26599,22435,58098,35835,8683,1661,7450,8941,8695,2954,6320,276,2666,1431,720,634,467,98,29,58,84
2024-02-17,58294,3133,84216,14018,87942,42677,33889,80351,42249,29632,4666,5495,8905,6655,5821,1407,8445,7612,9721,1589,62,725,757,73,92,62,67
2024-02-18,39903,64007,94691,49556,47851,91743,87428,63645,97610,97288,270,5179,3109,4524,3849,9190,418,6950,1098,3962,93,429,132,56,97,14,64
2024-02-19,75801,19995,93219,56742,13459,21260,2582,1053,92502,27859,1440,1020,4024,9170,57,6215,3858,8144,3559,8224,554,331,982,64,85,24,66
2024-02-20,57406,97758,37216,24939,30032,78750,31430,43822,43341,22605,7939,8580,7131,783,866,9656,7260,4515,7573,3621,592,419,79,68,18,78,0
2024-02-21,99937,73548,40187,24052,45049,69513,318,99864,37934,67528,9969,4749,3131,7918,5983,3688,4919,7340,8836,1898,661,51,291,8,64,72,91
2024-02-22,82488,52311,7072,42726,40481,49867,76166,29399,36193,63578,9404,2834,6012,1448,4126,1347,1048,7295,7820,8038,450,637,460,25,70,90,13
2024-02-23,16053,88635,25337,63488,59775,29439,27290,24040,82530,67189,547,6741,7941,7289,7824,5469,8625,7168,1204,5983,308,973,820,79,0,93,45
2024-02-24,57333,81369,30504,76199,33651,22945,66456,46182,39290,34970,7837,6860,3636,6890,1619,7224,1740,4222,1496,442,247,752,331,43,44,35,45
2024-02-25,15545,85710,17410,30692,77641,63547,40180,61070,59567,2946,5607,7989,8806,1262,689,4410,5587,5247,7619,8861,204,487,280,16,6,98,51
2024-02-26,27234,61620,29442,71430,71285,37989,62482,67475,65703,34114,4653,9878,4471,1839,133,7292,8297,646,4652,3382,424,832,419,63,88,24,56
2024-02-27,36209,22265,97620,79071,17063,61654,47294,39697,85597,98822,5624,5402,3167,381,7878,9350,3316,8097,986,7762,378,568,805,85,80,61,76
2024-02-28,77645,6477,84305,38394,71202,93049,90021,21978,87788,4853,790,256,2861,3114,7552,7033,7276,1129,7595,4489,652,476,788,67,96,37,17
2024-02-29,39648,89254,83310,67194,17553,16513,90168,81966,67408,22446,2546,1126,7889,3202,8654,2727,2819,4960,8883,8030,429,531,92,28,92,23,99
2024-03-01,71961,83331,77826,34607,42063,15142,67205,32829,72584,4871,7471,1023,796,5943,6600,3416,2788,2153,6425,3770,386,92,940,21,23,65,46
2024-03-02,77433,74982,86227,74919,78519,65124,47963,10766,16187,87960,9494,1898,3887,7871,791,6933,328,3582,1207,8431,741,53,377,93,95,6,91
2024-03-03,17632,94774,16188,17377,4817,77472,39263,2216,51663,23400,4505,3347,3003,7595,5793,1299,3483,9811,6264,8486,695,8,399,40,14,44,37
2024-03-04,58535,12691,638,31420,57770,73871,9120,81336,55270,35872,7247,3943,1366,8508,4707,3421,6900,7216,1233,6993,264,316,608,42,62,65,51
2024-03-05,87122,64388,51684,45089,15702,11869,95889,95412,35845,75289,3651,7848,102,9621,1951,8583,29,9692,278,9912,300,105,83,75,26,18,99
2024-03-06,32939,48545,20648,62946,62598,61910,93128,18943,96213,41342,5481,8716,3949,656,5841,9192,3950,6709,1625,9048,974,10,130,25,45,77,96
2024-03-07,3047,58941,47442,56737,55967,75948,24885,7736,2093,56900,7490,152,5300,7005,8175,5037,6867,7425,8500,7138,385,939,306,33,86,49,82
2024-03-08,71307,20243,17094,60989,31527,92382,96787,36794,48482,77297,5626,6650,211,7778,1022,8863,9869,7124,5225,1665,11,87,756,52,14,44,43
2024-03-09,97041,66285,61339,3320,97684,81378,67753,20613,13219,64710,5334,1854,9868,8120,7819,2869,7366,5797,7110,6682,110,477,78,86,29,28,10
2024-03-10,98352,69888,7390,71903,65258,30308,67847,24138,66905,28830,7379,8073,8480,8743,8680,868,855,7163,2615,5429,906,799,400,57,88,64,26
2024-03-11,68333,15214,41437,19271,81367,5175,83589,47586,69646,7575,7285,1688,9707,9289,140,6399,9619,3239,3428,9131,438,211,465,99,79,10,72
2024-03-12,212,2044,54494,32692,37525,42210,18702,87251,33797,1356,3464,3362,1268,3795,6389,7534,7475,291,4719,1601,593,102,749,76,92,64,78
2024-03-13,91753,54579,90984,68978,89663,79417,27577,20491,134,75715,7980,7928,8166,1878,7965,9154,7803,5279,9350,3131,472,53,360,43,74,60,49
2024-03-14,69169,64118,47084,42711,63859,14728,77445,27949,64742,81409,9407,4489,999,1759,4014,9727,1414,9057,2299,3594,630,802,403,3,64,94,72
2024-03-15,12334,51885,94341,78676,86372,36161,53081,61157,25254,83626,9449,7299,9594,3832,35,6600,7679,9485,8125,7951,784,939,809,91,2,59,66
2024-03-16,5667,42692,26834,13884,41197,48183,30209,40650,38977,31619,6327,7526,8813,8004,83,3362,9225,6115,7179,7774,970,842,546,49,58,26,20
2024-03-17,39399,50264,5861,93264,27209,38005,89679,63829,34307,28483,4711,8630,7059,6601,8554,583,657,3523,3494,1252,639,625,190,2,50,20,30
2024-03-18,78723,5913,42978,47997,12779,25923,66649,28808,79008,51224,4813,1627,6276,4906,6495,7729,2690,7389,9423,1047,902,463,762,82,29,25,53
2024-03-19,15636,19173,85681,79930,13044,44402,18216,83995,78186,87187,6448,8599,4783,1398,6959,9932,2256,7373,4400,6765,996,855,572,33,44,22,51
2024-03-20,35144,48573,21404,25165,28375,9425,17538,21595,56954,36845,2361,7750,2414,2861,8305,7081,7715,2463,729,3143,271,623,926,87,23,54,37
2024-03-21,81866,15018,97738,52425,46984,39393,23620,45649,7779,32333,6001,7698,5879,5739,2820,426,8268,4363,6007,2889,843,426,191,87,13,52,56
2024-03-22,95371,7286,23998,54295,30927,81184,68459,29360,97671,18598,3721,6102,6363,6756,7582,1471,1256,7423,3322,6997,840,527,579,21,91,3,69
2024-03-23,59882,35161,80009,90230,27850,78279,76809,32621,30855,65708,4114,7900,301,473,6540,7127,8212,9532,2160,6720,460,122,532,85,51,42,16
2024-03-24,88274,6693,53350,57784,4071,89897,75341,98348,75312,33461,9003,5952,115,9805,3069,2189,5874,3454,1490,7942,935,713,633,29,9,32,39
2024-03-25,16342,75754,28913,37346,86642,45535,81914,94696,52321,96022,8692,8838,9702,1399,7019,7237,7661,9492,5860,770,425,940,549,39,42,11,77
2024-03-26,59619,57086,96937,20940,23515,63359,89273,67580,12104,65171,6781,8492,2432,942,4059,1308,7139,7578,4915,1820,728,921,919,82,17,99,7
2024-03-27,20645,21356,10211,33955,57214,47997,59028,91075,81886,34229,7518,6879,1586,7174,4802,1007,6479,7659,8416,7869,187,87,674,84,38,18,25
2024-03-28,49879,61196,55813,26560,66628,39458,53044,66883,94985,4961,689,1252,7970,1626,4095,9503,8586,7026,3491,4985,800,15,450,7,82,98,90
2024-03-29,37869,1431,7900,66341,81079,95627,76989,10547,37486,34353,4618,5541,1854,752,4990,2029,5211,9779,7249,7896,717,867,363,5,67,87,62
2024-03-30,62135,21141,45857,86656,70417,47299,17041,28867,87844,3831,7920,9023,7131,8460,3372,5765,633,8326,3811,4220,752,57,840,96,94,29,9
2024-03-31,36909,46217,56679,32203,29726,90557,54987,59727,68447,57932,5581,4902,3035,7503,2059,7871,4346,991,7274,7688,183,311,228,69,90,28,81
2024-04-01,19052,64293,66910,37980,3154,5297,37583,24357,50612,56159,1490,6212,7679,2105,4438,2763,4042,1066,7302,1099,559,345,633,9,93,6,38
2024-04-02,62909,9387,23902,6705,5649,11928,85591,77857,24772,73380,1057,4955,1981,8866,8906,2314,248,6777,3183,8562,262,654,29,65,86,54,35
2024-04-03,67364,5538,43309,50971,42539,81311,58310,75139,27406,83349,1179,2067,4473,517,3595,881,7332,8196,3209,2509,732,624,838,93,94,15,22
2024-04-04,69389,34052,48091,95190,28642,87265,12540,99128,22291,24399,6903,4457,3278,6776,4578,6228,5858,611,4540,7296,788,31,386,1,42,65,89
2024-04-05,72666,96992,52918,21197,21034,45765,73219,29010,2370,6089,372,6291,4099,369,7007,315,6233,7010,2611,6123,270,306,325,5,13,49,19
2024-04-06,312,44708,88283,64571,91798,21146,5250,9523,92549,73943,1449,2399,7871,7371,5848,3389,9405,8301,7420,2661,142,732,198,21,59,95,3
2024-04-07,93374,18300,59549,37037,74266,7569,23624,78397,6513,35761,1734,8632,757,2118,7324,2369,6427,8196,1825,4339,185,275,44,65,17,72,50
2024-04-08,30147,37755,61413,89550,20904,51761,51163,31983,91022,78447,5498,3294,6720,2059,4679,615,6473,3807,2132,360,567,190,316,15,61,5,32
2024-04-09,16510,57524,46210,99866,59326,97595,41257,2724,969,52074,760,1668,3313,3684,6299,7898,4768,6210,3355,4816,717,130,568,69,62,27,41
2024-04-10,14138,62724,54157,96213,14362,89770,55669,50544,4462,48939,4062,5079,6608,7155,7402,1236,4922,4421,2178,9253,552,247,722,12,45,75,97
2024-04-11,69356,22552,35140,15293,35010,28133,33342,65578,74436,57981,4851,2761,8993,3587,6909,2693,2363,1750,3328,7628,753,388,635,73,80,42,86
2024-04-12,12073,92837,28622,2259,53010,14391,79427,13247,76972,60599,6594,5821,6858,2983,993,5483,8027,6916,5213,4770,850,36,185,27,83,16,80
2024-04-13,90649,71212,55720,56680,64761,94392,9089,57015,6920,83467,1452,5230,5083,2320,4090,8241,310,6378,1575,3896,756,690,503,58,28,35,64
2024-04-14,71396,20801,73470,83615,59318,54657,90221,19494,20418,77848,2581,6371,8850,1300,309,2342,1961,6616,5569,5870,496,635,489,52,22,89,90
2024-04-15,99369,13829,59861,27481,65303,77704,89049,50013,34525,33222,3926,546,2651,3393,937,3884,1948,1679,9105,2079,334,673,600,54,33,98,29
2024-04-16,96850,66671,51310,74053,36642,19172,58381,14433,62816,92024,4787,8217,7761,665,8452,869,3282,710,4804,7663,366,886,216,12,51,91,18
2024-04-17,90289,19874,24789,50177,84160,84250,66154,14306,3341,85969,3241,9829,9103,6240,5674,7671,218,3300,5133,6434,317,228,892,47,40,90,27
2024-04-18,62904,16351,92109,84405,50215,82326,54744,81157,60946,93661,7880,3573,916,9336,9443,9241,5284,9798,4277,7296,591,346,154,69,52,95,37
2024-04-19,26592,38838,43774,91819,8758,63771,15724,91314,86959,47543,1370,7010,5792,5856,9957,5245,8757,2019,4132,6316,222,106,949,71,26,85,23
2024-04-20,29379,29822,24933,27395,63254,65829,39579,26917,20063,91422,9186,1763,9385,1320,5451,3289,892,4290,1448,7357,899,689,390,5,60,99,33
2024-04-21,19980,85986,47577,69280,98092,25825,81059,57932,33830,71715,5543,1384,6975,5836,2326,4322,703,7162,4509,470,191,392,571,11,59,91,39
2024-04-22,15525,29914,83400,68369,96522,74106,84523,66484,76563,65685,7662,3493,5151,9395,6856,6643,1321,4108,2153,6831,369,495,636,82,93,79,37
2024-04-23,12681,26928,84568,79326,60597,77441,98277,62191,30322,97918,5890,9394,6338,8901,4916,9771,1007,2806,5292,8652,815,466,192,33,16,8,17
2024-04-24,69952,12165,74557,28269,17544,31458,29961,71554,18326,20760,6441,9828,9610,1054,3082,9422,4364,8493,2653,5224,382,567,101,82,60,50,47
2024-04-25,36594,90713,48830,35403,24376,63350,49922,46764,82390,56362,777,9136,6698,2988,7581,7323,4178,9700,7530,1657,95,465,777,8,62,71,60
2024-04-26,57620,82135,88910,47085,31718,65482,84174,34977,84592,37002,6912,2359,7064,9067,230,3557,4878,4292,3179,3749,551,477,460,19,93,77,37
2024-04-27,25842,31827,51849,73421,8418,64960,34316,24391,16970,95866,9943,8648,2356,6102,1611,8897,8947,2599,7671,9757,380,430,919,93,89,25,35
2024-04-28,37696,21957,22046,36692,64560,66075,18325,29166,9527,99349,8645,6772,3361,2640,4773,5555,6771,6035,9625,1386,601,374,875,79,73,2,95
2024-04-29,15877,86391,81274,81676,90575,32048,64302,41745,95540,13428,1937,2689,1242,1612,8518,804,5532,3564,2859,5321,460,330,803,8,61,3,82
2024-04-30,44624,5886,75181,44812,9211,39887,51882,98592,13100,35623,3810,5366,3352,3783,9442,7335,4865,8702,9454,153,64,111,819,47,59,54,28
2024-05-01,72031,10292,46130,26589,90676,42039,96046,5589,71405,98943,7618,6107,6935,4766,2832,7333,5398,2863,9727,6282,476,452,577,95,61,60,97
